Categoria,Id Elemento,Livello Base,Livello Superiore,Verifica,Stato
Muri,1174213,AR_LIV_PE_P02_+10.40m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,1174288,AR_LIV_PE_P02_+10.40m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,1174348,AR_LIV_PE_P02_+10.40m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,1174448,AR_LIV_PE_P02_+10.40m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,1174555,AR_LIV_PE_P02_+10.40m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,1174607,AR_LIV_PE_P02_+10.40m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,1174696,AR_LIV_PE_P02_+10.40m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,1174816,AR_LIV_PE_P02_+10.40m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,1174908,AR_LIV_PE_P02_+10.40m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,1175000,AR_LIV_PE_P02_+10.40m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,1175069,AR_LIV_PE_P02_+10.40m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,1175187,AR_LIV_PE_P02_+10.40m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,1175421,AR_LIV_PE_P02_+10.40m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,1177813,ST_LIV_PE_P02_+10.28m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-0.63,Elemento non vincolato correttamente tra livelli.,0
Muri,1177948,ST_LIV_PE_P02_+10.28m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-0.63,Elemento non vincolato correttamente tra livelli.,0
Muri,1177998,ST_LIV_PE_P02_+10.28m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-0.63,Elemento non vincolato correttamente tra livelli.,0
Muri,1178065,ST_LIV_PE_P02_+10.28m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-0.63,Elemento non vincolato correttamente tra livelli.,0
Muri,1178378,ST_LIV_PE_P02_+10.28m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-0.63,Elemento non vincolato correttamente tra livelli.,0
Muri,1179622,ST_LIV_PE_P02_+10.28m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-0.63,Elemento non vincolato correttamente tra livelli.,0
Muri,1179627,ST_LIV_PE_P02_+10.28m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-0.63,Elemento non vincolato correttamente tra livelli.,0
Muri,1179632,ST_LIV_PE_P02_+10.28m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-0.63,Elemento non vincolato correttamente tra livelli.,0
Muri,1179637,ST_LIV_PE_P02_+10.28m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-0.63,Elemento non vincolato correttamente tra livelli.,0
Muri,1179749,ST_LIV_PE_P02_+10.28m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-0.63,Elemento non vincolato correttamente tra livelli.,0
Muri,1179753,ST_LIV_PE_P02_+10.28m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-0.63,Elemento non vincolato correttamente tra livelli.,0
Muri,1179757,ST_LIV_PE_P02_+10.28m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-0.63,Elemento non vincolato correttamente tra livelli.,0
Muri,1179873,AR_LIV_PE_P02_+10.40m,Fino al livello: AR_LIV_PE_P02_+10.40m,0.0,Elemento non vincolato correttamente tra livelli.,0
Muri,1180455,AR_LIV_PE_P02_+10.40m,Fino al livello: AR_LIV_PE_P02_+10.40m,4.3799999999999999,Elemento non vincolato correttamente tra livelli.,0
Muri,1180501,AR_LIV_PE_P02_+10.40m,Fino al livello: AR_LIV_PE_P02_+10.40m,4.3799999999999999,Elemento non vincolato correttamente tra livelli.,0
Muri,1180795,AR_LIV_PE_P02_+10.40m,Fino al livello: AR_LIV_PE_P02_+10.40m,4.3799999999999999,Elemento non vincolato correttamente tra livelli.,0
Muri,1180800,AR_LIV_PE_P02_+10.40m,Fino al livello: AR_LIV_PE_P02_+10.40m,4.3799999999999999,Elemento non vincolato correttamente tra livelli.,0
Muri,1180805,AR_LIV_PE_P02_+10.40m,Fino al livello: AR_LIV_PE_P02_+10.40m,4.3799999999999999,Elemento non vincolato correttamente tra livelli.,0
Muri,1180809,AR_LIV_PE_P02_+10.40m,Fino al livello: AR_LIV_PE_P02_+10.40m,4.3799999999999999,Elemento non vincolato correttamente tra livelli.,0
Muri,1180813,AR_LIV_PE_P02_+10.40m,Fino al livello: AR_LIV_PE_P02_+10.40m,5.5800000000000001,Elemento non vincolato correttamente tra livelli.,0
Muri,1180817,AR_LIV_PE_P02_+10.40m,Fino al livello: AR_LIV_PE_P02_+10.40m,5.5800000000000001,Elemento non vincolato correttamente tra livelli.,0
Muri,1180822,AR_LIV_PE_P02_+10.40m,Fino al livello: AR_LIV_PE_P02_+10.40m,5.5800000000000001,Elemento non vincolato correttamente tra livelli.,0
Muri,1180826,AR_LIV_PE_P02_+10.40m,Fino al livello: AR_LIV_PE_P02_+10.40m,5.5800000000000001,Elemento non vincolato correttamente tra livelli.,0
Muri,1185312,ST_LIV_PE_P02_+10.28m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-0.63,Elemento non vincolato correttamente tra livelli.,0
Muri,1185313,ST_LIV_PE_P02_+10.28m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-0.63,Elemento non vincolato correttamente tra livelli.,0
Muri,1185502,ST_LIV_PE_P02_+10.28m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-0.63,Elemento non vincolato correttamente tra livelli.,0
Muri,1185509,ST_LIV_PE_P02_+10.28m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-0.63,Elemento non vincolato correttamente tra livelli.,0
Muri,1185510,ST_LIV_PE_P02_+10.28m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-0.63,Elemento non vincolato correttamente tra livelli.,0
Muri,1185511,ST_LIV_PE_P02_+10.28m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-0.63,Elemento non vincolato correttamente tra livelli.,0
Muri,1185512,ST_LIV_PE_P02_+10.28m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-0.63,Elemento non vincolato correttamente tra livelli.,0
Muri,1190834,ST_LIV_PE_P02_+10.28m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-0.63,Elemento non vincolato correttamente tra livelli.,0
Muri,1190930,ST_LIV_PE_P02_+10.28m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-0.63,Elemento non vincolato correttamente tra livelli.,0
Muri,1190963,ST_LIV_PE_P02_+10.28m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-0.63,Elemento non vincolato correttamente tra livelli.,0
Muri,1191054,ST_LIV_PE_P02_+10.28m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-0.63,Elemento non vincolato correttamente tra livelli.,0
Muri,1208078,AR_LIV_PE_P02_+10.40m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-1.3799999999999999,Elemento vincolato tra livelli di discipline diverse.,0
Muri,1208485,AR_LIV_PE_P02_+10.40m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-1.3799999999999999,Elemento vincolato tra livelli di discipline diverse.,0
Muri,1208836,AR_LIV_PE_P02_+10.40m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-1.3799999999999999,Elemento vincolato tra livelli di discipline diverse.,0
Muri,1209193,AR_LIV_PE_P02_+10.40m,Fino al livello: ST_LIV_PE_PC2_+15.48m,-1.3799999999999999,Elemento vincolato tra livelli di discipline diverse.,0
Muri,1221467,ST_LIV_PE_P01_+5.08m,Fino al livello: ST_LIV_PE_P02_+10.28m,-0.63,Elemento vincolato correttamente tra livelli.,1
Muri,1221682,ST_LIV_PE_P01_+5.08m,Fino al livello: ST_LIV_PE_P02_+10.28m,-0.63,Elemento vincolato correttamente tra livelli.,1
Muri,1221784,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,1221872,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,1221937,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,1222002,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,1222567,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,1222635,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,1222703,AR_LIV_PE_P01_+5.20m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,1240532,ST_LIV_PE_P01_+5.08m,Fino al livello: AR_LIV_PE_P02_+10.40m,-0.75,Elemento vincolato tra livelli di discipline diverse.,0
Muri,1240713,AR_LIV_PE_P01_+5.20m,Fino al livello: AR_LIV_PE_P02_+10.40m,-0.75,Elemento vincolato correttamente tra livelli.,1
Muri,1241119,AR_LIV_PE_P01_+5.20m,Fino al livello: AR_LIV_PE_P02_+10.40m,-0.75,Elemento vincolato correttamente tra livelli.,1
Muri,1252892,AR_LIV_PE_P01_+5.20m,Fino al livello: AR_LIV_PE_P02_+10.40m,-0.63,Elemento vincolato correttamente tra livelli.,1
Muri,1264359,AR_LIV_PE_P00_+0.00m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,1264386,AR_LIV_PE_P00_+0.00m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,1264412,AR_LIV_PE_P00_+0.00m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,1264476,AR_LIV_PE_P00_+0.00m,Non collegata,0.0,Elemento senza vincolo superiore.,0
Muri,1264730,AR_LIV_PE_P00_+0.00m,Fino al livello: ST_LIV_PE_P01_+5.08m,-0.78000000000000003,Elemento vincolato tra livelli di discipline diverse.,0
Muri,1264812,AR_LIV_PE_P00_+0.00m,Fino al livello: ST_LIV_PE_P01_+5.08m,-0.78000000000000003,Elemento vincolato tra livelli di discipline diverse.,0
