GUID,ID,Categoria,Famiglia e Tipo,Stato
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc1e9,836073,Muri,Muro di base: AR_MUR_DIV_200_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc208,836104,Muri,Muro di base: AR_MUR_DIV_200_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc26c,836204,Muri,Muro di base: AR_MUR_DIV_200_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc2a9,836265,Muri,Muro di base: AR_MUR_DIV_200_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc2f4,836340,Muri,Muro di base: AR_MUR_DIV_200_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc31d,836381,Muri,Muro di base: AR_MUR_TAM_200_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc346,836422,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc347,836423,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc348,836424,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc349,836425,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc35c,836444,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc35d,836445,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc35e,836446,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc35f,836447,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc398,836504,Porte,AR_ POR_SCO_All_1A_Scomparsa: AR_ POR_SCO_All_1A_Scomparsa_900x2400,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc3cd,836557,Porte,AR_ POR_SCO_All_1A_Scomparsa: AR_ POR_SCO_All_1A_Scomparsa_900x2400,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc540,836928,Muri,Muro di base: AR_MUR_DIV_200_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc592,837010,Muri,Muro di base: AR_MUR_DIV_200_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cc5d8,837080,Muri,Muro di base: AR_MUR_DIV_200_Generico,1
